id,year,sys,fis,per,ad,co,ba,no,pv,in,ve,cc,cp,cm,value,cluster
18822,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18823,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18824,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18825,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18826,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18827,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18828,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18829,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18830,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18831,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18832,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18833,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18834,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18835,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18836,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18837,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18838,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18839,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18840,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18841,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18842,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18843,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18844,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18845,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18846,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18847,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18848,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18849,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18850,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18851,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18852,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18853,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18854,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18855,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18856,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18857,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18858,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18859,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18860,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18861,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18862,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18863,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18864,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18865,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18866,2020,1,1,2,0,0,0,0,0,0,0,4520,0,0,4520,3
18867,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18868,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18869,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18870,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18871,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18872,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18873,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18874,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18875,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18876,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18877,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18878,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18879,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18880,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18881,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18882,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18883,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18884,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18885,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18886,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18887,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18888,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18889,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18890,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18891,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18892,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18893,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18894,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18895,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18896,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18897,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18898,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18899,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18900,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18901,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18902,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18903,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18904,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18905,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18906,2022,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18907,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18908,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18909,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18910,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18911,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18912,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18913,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18914,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18915,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18916,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18917,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18918,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18919,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18920,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18921,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18922,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18923,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18924,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18925,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18926,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18927,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18928,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18929,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18930,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18931,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18932,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18933,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18934,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18935,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18936,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18937,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18938,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18939,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18940,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18941,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18942,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18943,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18944,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18945,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18946,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18947,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18948,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18949,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18950,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18951,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18952,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18953,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18954,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18955,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18956,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18957,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18958,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18959,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18960,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18961,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18962,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18963,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18964,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18965,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18966,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18967,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18968,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18969,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18970,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18971,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18972,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18973,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18974,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18975,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18976,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18977,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18978,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18979,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18980,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18981,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18982,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18983,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18984,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18985,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18986,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18987,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18988,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18989,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18990,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18991,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18992,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18993,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18994,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18995,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18996,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18997,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18998,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18999,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19000,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19001,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19002,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19003,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19004,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19005,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19006,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19007,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19008,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19009,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19010,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19011,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19012,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19013,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19014,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19015,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19016,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19017,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19018,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19019,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19020,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19021,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19022,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19023,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19024,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19025,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19026,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19027,2021,1,1,2,0,0,0,0,0,0,0,4520,0,0,4520,3
19028,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19029,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19030,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19031,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19032,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19033,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19034,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19035,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19036,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19037,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19038,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19039,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19040,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19041,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19042,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19043,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19044,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19045,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19046,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19047,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19048,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19049,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19050,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19051,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19052,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19053,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19054,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19055,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19056,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19057,2022,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19058,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19059,2021,1,1,2,0,0,0,0,0,0,0,4520,0,0,4520,3
19060,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19061,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19062,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19063,2021,1,1,2,0,0,0,0,0,0,0,4520,0,0,4520,3
19064,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19065,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19066,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19067,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19068,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19069,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19070,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19071,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19072,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19073,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19074,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19075,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19076,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19077,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19078,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19079,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19080,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19081,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19082,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19083,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19084,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19085,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19086,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19087,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19088,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19089,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19090,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19091,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19092,2022,1,1,2,0,0,0,0,0,0,0,4520,0,0,4520,3
19093,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19094,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19095,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19096,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19097,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19098,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19099,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19100,2021,1,1,2,0,0,0,0,0,0,0,4520,0,0,4520,3
19101,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19102,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19103,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19104,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19105,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19106,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19107,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19108,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19109,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19110,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19111,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19112,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19113,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19114,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19115,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19116,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19117,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19118,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19119,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19120,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19121,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19122,2020,1,1,2,0,0,0,0,0,0,0,4520,0,0,4520,3
19123,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19124,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19125,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19126,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19127,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19128,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19129,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19130,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19131,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19132,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19133,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19134,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19135,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19136,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19137,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19138,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19139,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19140,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19141,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19142,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19143,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19144,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19145,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19146,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19147,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19148,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19149,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19150,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19151,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19152,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19153,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19154,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19155,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19156,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19157,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19158,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19159,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19160,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19161,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19162,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19163,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19164,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19165,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19166,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19167,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19168,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19169,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
19170,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19171,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19172,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19173,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19174,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19175,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19176,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19177,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19178,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19179,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19180,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19181,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19182,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19183,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19184,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19185,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19186,2021,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
19187,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
19188,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
